
-------------------------------------------------------------------------------------
SELECT ms_nazwa_miasta,ul_nazwa_ulicy,ul_sym_ul,ob_nr_domu,ob_plec,count(*) FROM ewd_obywatele,ewd_miasta,ewd_ulice 
WHERE ob_status IN('S','C') AND 
ob_ms_kod_miasta=ms_kod_miasta AND ob_ul_kod_ulicy=ul_kod_ulicy GROUP BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu, ob_plec 
ORDER BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu, ob_plec;
---------------------------------------------------------------------------------

"MS_NAZWA_MIASTA";"UL_NAZWA_ULICY";"UL_SYM_UL";"OB_NR_DOMU";"OB_PLEC";"COUNT(*)"
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"M";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"¯";9
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10A";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10A";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"M";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"¯";9
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"M";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"¯";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"M";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"¯";8
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"M";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"¯";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"M";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"¯";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"M";16
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"¯";16
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"M";9
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"¯";14
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19-OF";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"M";13
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"¯";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"M";16
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"¯";13
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"M";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"¯";16
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"M";14
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"¯";12
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"M";12
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"¯";14
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"M";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"¯";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"M";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"¯";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"M";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"¯";18
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A<";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A<";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"M";14
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"¯";20
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"M";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"¯";9
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"M";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"¯";13
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"M";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"¯";8
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"M";18
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"¯";21
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"M";12
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"¯";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"M";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"M";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"¯";16
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"37";"M";12
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"37";"¯";13
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"38";"M";18
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"38";"¯";16
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"39";"M";27
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"39";"¯";38
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"4";"M";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"4";"¯";18
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"40";"M";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"40";"¯";12
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"41";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"41";"¯";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"45";"M";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"45";"¯";8
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"45-O<F<";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"45-O<F<";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"45-OF";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"45-OF";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"48";"M";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"48";"¯";8
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"49";"M";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"49";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"4-OF";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"4-OF";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"5";"M";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"5";"¯";8
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"50";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"50";"¯";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"51";"M";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"51";"¯";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"52";"M";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"52";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"53";"M";11
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"53";"¯";14
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"53-OF";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"53-OF";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"54-55";"M";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"54-55";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"56";"M";8
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"56";"¯";16
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"57";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"57";"¯";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"58";"M";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"58";"¯";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"59";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"59";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"6";"M";7
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"6";"¯";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"60";"M";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"60";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"7";"M";14
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"7";"¯";10
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"8";"M";8
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"8";"¯";9
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"9";"M";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"9";"¯";3
"S£UPSK";"AGNIESZKI OSIECKIEJ";"";"14";"M";3
"S£UPSK";"AGNIESZKI OSIECKIEJ";"";"14";"¯";1
"S£UPSK";"AGNIESZKI OSIECKIEJ";"";"2";"M";1
"S£UPSK";"AGNIESZKI OSIECKIEJ";"";"2";"¯";2
"S£UPSK";"AKACJOWA";"00157";"1";"M";1
"S£UPSK";"AKACJOWA";"00157";"1";"¯";2
"S£UPSK";"AKACJOWA";"00157";"10";"M";1
"S£UPSK";"AKACJOWA";"00157";"10";"¯";3
"S£UPSK";"AKACJOWA";"00157";"11";"M";1
"S£UPSK";"AKACJOWA";"00157";"11";"¯";3
"S£UPSK";"AKACJOWA";"00157";"12";"M";1
"S£UPSK";"AKACJOWA";"00157";"12";"¯";2
"S£UPSK";"AKACJOWA";"00157";"13";"M";1
"S£UPSK";"AKACJOWA";"00157";"13";"¯";1
"S£UPSK";"AKACJOWA";"00157";"14";"¯";2
"S£UPSK";"AKACJOWA";"00157";"15";"M";1
"S£UPSK";"AKACJOWA";"00157";"15";"¯";2
"S£UPSK";"AKACJOWA";"00157";"16";"M";1
"S£UPSK";"AKACJOWA";"00157";"16";"¯";1
"S£UPSK";"AKACJOWA";"00157";"17";"M";1
"S£UPSK";"AKACJOWA";"00157";"17";"¯";1
"S£UPSK";"AKACJOWA";"00157";"18";"M";2
"S£UPSK";"AKACJOWA";"00157";"19";"M";2
"S£UPSK";"AKACJOWA";"00157";"19";"¯";1
"S£UPSK";"AKACJOWA";"00157";"2";"¯";1
"S£UPSK";"AKACJOWA";"00157";"20";"¯";3
"S£UPSK";"AKACJOWA";"00157";"21";"M";2
"S£UPSK";"AKACJOWA";"00157";"21";"¯";2
"S£UPSK";"AKACJOWA";"00157";"22";"¯";1
"S£UPSK";"AKACJOWA";"00157";"23";"M";2
"S£UPSK";"AKACJOWA";"00157";"23";"¯";1
"S£UPSK";"AKACJOWA";"00157";"24";"M";3
"S£UPSK";"AKACJOWA";"00157";"24";"¯";1
"S£UPSK";"AKACJOWA";"00157";"25";"M";1
"S£UPSK";"AKACJOWA";"00157";"25";"¯";1
"S£UPSK";"AKACJOWA";"00157";"26";"M";1
"S£UPSK";"AKACJOWA";"00157";"26";"¯";1
"S£UPSK";"AKACJOWA";"00157";"27";"M";1
"S£UPSK";"AKACJOWA";"00157";"27";"¯";1
"S£UPSK";"AKACJOWA";"00157";"29";"¯";1
"S£UPSK";"AKACJOWA";"00157";"3";"M";4
"S£UPSK";"AKACJOWA";"00157";"3";"¯";2
"S£UPSK";"AKACJOWA";"00157";"31";"M";2
"S£UPSK";"AKACJOWA";"00157";"31";"¯";1
"S£UPSK";"AKACJOWA";"00157";"33-35";"M";2
"S£UPSK";"AKACJOWA";"00157";"33-35";"¯";3
"S£UPSK";"AKACJOWA";"00157";"37";"M";1
"S£UPSK";"AKACJOWA";"00157";"37";"¯";1
"S£UPSK";"AKACJOWA";"00157";"43";"M";2
"S£UPSK";"AKACJOWA";"00157";"43";"¯";1
"S£UPSK";"AKACJOWA";"00157";"45";"M";1
"S£UPSK";"AKACJOWA";"00157";"45";"¯";3
"S£UPSK";"AKACJOWA";"00157";"47";"M";1
"S£UPSK";"AKACJOWA";"00157";"5";"M";2
"S£UPSK";"AKACJOWA";"00157";"5";"¯";1
"S£UPSK";"AKACJOWA";"00157";"5A";"M";2
"S£UPSK";"AKACJOWA";"00157";"5A";"¯";2
"S£UPSK";"AKACJOWA";"00157";"7";"M";1
"S£UPSK";"AKACJOWA";"00157";"7";"¯";1
"S£UPSK";"AKACJOWA";"00157";"8";"M";1
"S£UPSK";"AKACJOWA";"00157";"8";"¯";1
"S£UPSK";"AKACJOWA";"00157";"9";"M";2
"S£UPSK";"AKACJOWA";"00157";"9";"¯";1
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"1";"M";15
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"1";"¯";20
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"2";"M";4
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"2";"¯";6
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"21";"M";7
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"21";"¯";3
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"3";"M";12
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"3";"¯";10
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"3-OF";"M";1
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"4";"M";13
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"4";"¯";21
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5";"M";8
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5";"¯";12
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5A";"M";7
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5A";"¯";4
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5A<";"M";1
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5A-OF";"M";2
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5A-OF";"¯";2
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5-OF";"M";2
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"5-OF";"¯";1
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"6";"M";18
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"6";"¯";14
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"8";"M";16
"S£UPSK";"AL. HENRYKA SIENKIEWICZA";"19831";"8";"¯";24
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"100";"M";13
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"100";"¯";17
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"19";"M";5
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"19";"¯";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"20";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"20";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"23";"M";49
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"23";"¯";61
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"28";"M";88
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"28";"¯";100
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"31";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"31";"¯";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"31A";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"31A";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"32";"M";5
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"32";"¯";5
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"33";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"33";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"34";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"34";"¯";5
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"35";"M";27
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"35";"¯";30
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"M";58
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"¯";67
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"M";36
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"¯";42
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"M";36
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"¯";33
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"M";46
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"¯";53
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"38";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"38";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"M";64
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"¯";53
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"M";36
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"¯";32
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"M";6
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"¯";5
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"43";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"43";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65";"¯";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65B";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65B<";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65B<";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65C";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66A";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66A<";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66A<";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66B";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66B";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"67";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"67A";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"67B";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68A";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68A";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68B";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68C";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68C";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68D";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68E";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68E";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68G";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68G";"¯";5
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68H";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68I";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68I";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"69";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"69";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"70";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"70";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"71";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"71";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"74";"M";41
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"74";"¯";53
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"75";"M";45
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"75";"¯";55
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"76";"M";192
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"76";"¯";237
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"79";"M";38
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"79";"¯";51
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"80";"M";125
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"80";"¯";152
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"81";"M";92
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"81";"¯";103
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"15";"M";1
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"15";"¯";3
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"17";"M";1
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"17";"¯";3
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"19";"M";3
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"19";"¯";2
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"2";"M";1
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"2";"¯";1
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"23";"M";1
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"23";"¯";1
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"8";"M";3
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"8";"¯";2
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"9";"M";2
"S£UPSK";"ALEKSANDRY TRZECIAK";"31139";"9";"¯";3
"S£UPSK";"ANDRZEJA STRUGA";"21308";"1";"M";1
"S£UPSK";"ANDRZEJA STRUGA";"21308";"1";"¯";1
"S£UPSK";"ANDRZEJA STRUGA";"21308";"3";"M";2
"S£UPSK";"ANDRZEJA STRUGA";"21308";"3";"¯";3
"S£UPSK";"ANDRZEJA STRUGA";"21308";"4";"M";2
"S£UPSK";"ANDRZEJA STRUGA";"21308";"4";"¯";2
"S£UPSK";"ANDRZEJA STRUGA";"21308";"5";"M";2
"S£UPSK";"ANDRZEJA STRUGA";"21308";"5";"¯";3
"S£UPSK";"ANDRZEJA STRUGA";"21308";"6";"M";1
"S£UPSK";"ANDRZEJA STRUGA";"21308";"6";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"1";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"1";"¯";4
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"101";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"101";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"103";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"11";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"11";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"15";"M";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"15";"¯";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"17";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"17";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"19";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"23";"¯";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"25";"M";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"25";"¯";4
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"27";"M";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"27";"¯";4
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"29";"M";5
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"29";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"31";"M";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"31";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"33";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"33";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"35";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"35";"¯";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"39A";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"41";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"43";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"43";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"45";"M";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"45";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"47";"M";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"47";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"5";"M";4
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"5";"¯";4
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"51";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"51";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"53";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"53";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"55";"¯";4
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"57";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"57";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"59";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"59";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"61";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"61";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"63";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"63";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"65";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"65";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"67";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"67";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"69";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"69";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"7";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"7";"¯";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"73";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"75";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"75";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"77";"M";2
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"77";"¯";3
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"79";"M";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"79";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"7A";"¯";1
"S£UPSK";"ANDRZEJA ZAUCHY";"46046";"81";"M";2
