-------------------------------------------------------------------------------------
SELECT ms_nazwa_miasta,ul_nazwa_ulicy,ul_sym_ul,ob_nr_domu,ob_nr_lokalu,ob_plec,count(*) FROM ewd_obywatele,ewd_miasta,ewd_ulice 
WHERE ob_status IN('S','C') AND 
ob_ms_kod_miasta=ms_kod_miasta AND ob_ul_kod_ulicy=ul_kod_ulicy GROUP BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu,
ob_nr_lokalu,ob_plec 
ORDER BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu,ob_nr_lokalu,ob_plec;
---------------------------------------------------------------------------------
"MS_NAZWA_MIASTA";"UL_NAZWA_ULICY";"UL_SYM_UL";"OB_NR_DOMU";"OB_NR_LOKALU";"OB_PLEC";"COUNT(*)"
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"3";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"4";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"5";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10";"6";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10A";"";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"10A";"";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"2";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"2";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"3";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"3";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"3A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"3A";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"4";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"4";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"5";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"11";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"1";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"1A";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"1A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"2";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"2";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"3A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"3A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"4";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"5";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"8";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"12";"8";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"2";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"2";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"2A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"2A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"3";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"3";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"3A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"13";"4";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"1A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"1A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"2";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"2";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"2A";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"2A";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"3A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"4";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"14";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"2";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"2";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"3";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"4";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"16";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"11";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"11";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"12";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"12";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"13";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"14";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"14";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"15";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"16";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"16";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"17";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"17";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"18";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"20";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"21";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"21";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"5";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"7";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"8";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"8";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"9";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"17";"9";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"2A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"3A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"18";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"1";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"2";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"2";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"3";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"4";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"5";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"5A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19";"6A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"19-OF";"7";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"1";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"2";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"2";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"3A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"6A";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"6A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"20";"7";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"5";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"5";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"6";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"7";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"7";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"8";"M";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"21";"8";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"2";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"3";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"3";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"4";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"4";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"6";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"6";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"7";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"22";"7";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"1";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"3A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"3A";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"4";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"4";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"5";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"5";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"6A<";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"7";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"7";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"8";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"23";"8";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"1";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"2";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"2";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"3";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"5";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"5";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"7";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"8";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"8";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"25";"9";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"10";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"10";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"2";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"5";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"5";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"6";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"7";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"8";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"26";"8";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"10";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"10";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"2";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"2";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"3";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"4";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"7";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"7";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"8";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27";"8";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"1";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"1";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"4";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"5";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"5";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"5A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"5A";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"6";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"6";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"7";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A";"8";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A<";"9";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27A<";"9";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"3";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"4";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"4";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"5";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"5";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"6";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"6";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"7";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"7";"¯";6
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"8";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"8";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"9";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"27B";"9";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"2";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"3";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"4";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"7";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"28";"7";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"2";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"2";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"3";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"5";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"5";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"6";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"6";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"7";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"29";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"10";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"11";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"11";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"5";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"9";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"3";"9";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"1";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"10";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"10";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"11";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"11";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"12";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"12";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"14";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"15";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"15";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"16";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"17";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"18";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"2";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"5";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"7";"¯";5
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"8";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"8";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"9";"M";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"30";"9";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"10";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"10";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"11";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"12";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"3";"¯";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"4";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"5";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"6";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"6";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"7";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"8";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"31";"9";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"4";"M";4
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"4";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"5";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"8";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"35";"8";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"1";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"1";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"10";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"10";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"1A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"2";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"2A";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"3";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"5";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"5";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"6";"¯";3
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"6";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"7";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"8";"¯";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"8";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"9";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"36";"9";"M";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"37";"1";"M";2
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"37";"1";"¯";1
"S£UPSK";"ADAMA MICKIEWICZA";"12740";"37";"2";"M";1
